tenure_months,monthly_charges,total_charges,num_services,senior_citizen,contract_type,internet_service,tech_support,payment_method,churned
57,116.76,6177.29,4,0,month-to-month,fiber,yes,electronic-check,0
25,58.15,1589.04,7,1,one-year,dsl,no,credit-card,0
4,22.73,93.94,1,0,month-to-month,dsl,no,credit-card,0
51,22.69,1215.7,6,1,one-year,fiber,no,bank-transfer,0
30,75.34,2044.36,2,1,month-to-month,fiber,no,credit-card,0
71,118.67,8060.15,4,1,one-year,dsl,no,credit-card,0
50,117.98,6424.52,7,0,month-to-month,dsl,no,electronic-check,1
38,53.73,1901.07,4,1,month-to-month,none,no,electronic-check,0
71,68.27,5209.23,1,0,one-year,none,no,electronic-check,0
57,30.05,1805.5,1,1,month-to-month,fiber,no,mailed-check,1
33,72.22,2325.36,6,0,month-to-month,dsl,no,bank-transfer,0
1,79.97,86.16,7,0,two-year,dsl,no,electronic-check,0
6,45.11,293.54,3,0,month-to-month,dsl,yes,electronic-check,0
31,81.21,2702.23,7,0,one-year,fiber,no,bank-transfer,0
40,109.97,4317.4,4,1,two-year,fiber,no,bank-transfer,0
2,20.1,40.9,1,1,one-year,fiber,no,mailed-check,0
9,42.89,371.04,4,0,month-to-month,dsl,no,bank-transfer,0
50,40.99,1897.82,7,0,one-year,none,no,bank-transfer,0
54,32.39,1889.72,2,1,month-to-month,fiber,no,mailed-check,0
2,36.61,80.27,7,1,month-to-month,fiber,no,electronic-check,1
36,82.59,2710.75,5,0,one-year,fiber,yes,credit-card,0
5,30.27,157.03,3,0,two-year,fiber,no,bank-transfer,0
52,93.85,5318.68,5,0,month-to-month,none,yes,electronic-check,0
60,108.7,6662.77,3,0,month-to-month,fiber,yes,electronic-check,0
62,112.66,6352.22,1,0,one-year,none,no,mailed-check,0
43,86.02,3340.01,7,1,month-to-month,dsl,no,electronic-check,1
45,39.74,1789.77,3,1,one-year,dsl,yes,credit-card,0
66,28.53,2048.66,4,0,month-to-month,dsl,yes,credit-card,0
44,43.2,1816.73,6,0,month-to-month,dsl,no,electronic-check,0
32,116.2,3607.09,1,1,one-year,fiber,no,electronic-check,1
54,116.23,6647.98,6,0,two-year,dsl,yes,mailed-check,0
42,58.19,2591.43,3,0,month-to-month,dsl,no,credit-card,0
60,52.58,3434.72,4,0,two-year,dsl,no,bank-transfer,0
37,71.0,2804.94,4,0,month-to-month,fiber,no,credit-card,1
62,49.17,3105.8,6,1,month-to-month,none,yes,electronic-check,0
3,117.97,384.97,2,0,month-to-month,fiber,no,electronic-check,1
2,42.12,86.17,1,0,month-to-month,dsl,no,mailed-check,0
7,56.91,406.46,3,0,one-year,fiber,yes,credit-card,0
40,62.94,2273.65,1,1,month-to-month,dsl,no,credit-card,0
51,32.51,1643.24,2,1,month-to-month,none,yes,mailed-check,0
15,58.28,794.29,5,1,month-to-month,dsl,yes,mailed-check,0
11,105.67,1255.07,6,0,two-year,none,yes,electronic-check,0
61,34.04,1873.14,5,1,two-year,fiber,yes,mailed-check,0
54,78.4,4070.18,3,1,month-to-month,fiber,no,bank-transfer,1
46,60.66,3066.64,6,1,month-to-month,fiber,no,electronic-check,0
35,37.05,1373.28,3,1,two-year,dsl,no,credit-card,0
30,21.23,669.72,2,0,month-to-month,dsl,no,bank-transfer,0
1,47.33,49.35,6,1,two-year,dsl,yes,mailed-check,0
13,26.18,309.79,4,1,one-year,dsl,no,mailed-check,0
64,57.68,3535.15,3,1,two-year,fiber,no,mailed-check,0
24,101.02,2569.2,5,1,month-to-month,fiber,yes,credit-card,1
50,91.97,4962.29,6,1,month-to-month,none,no,bank-transfer,1
50,114.74,5564.95,2,0,month-to-month,none,no,electronic-check,1
22,62.7,1313.03,1,1,month-to-month,dsl,no,mailed-check,1
14,90.78,1203.79,4,1,month-to-month,dsl,yes,credit-card,0
49,86.53,4280.73,1,0,two-year,fiber,yes,mailed-check,0
6,41.7,239.77,5,0,month-to-month,dsl,no,credit-card,1
35,50.36,1593.86,4,0,month-to-month,fiber,no,bank-transfer,0
63,72.98,4497.28,2,1,month-to-month,fiber,no,credit-card,0
51,99.67,5137.8,5,0,month-to-month,fiber,no,bank-transfer,0
55,66.18,3737.63,3,1,month-to-month,fiber,yes,bank-transfer,0
5,42.77,207.13,3,0,month-to-month,fiber,no,mailed-check,0
14,119.35,1608.71,2,1,one-year,fiber,no,electronic-check,1
19,31.56,573.72,5,1,two-year,none,no,credit-card,0
21,115.59,2487.26,7,0,month-to-month,fiber,yes,mailed-check,1
13,100.9,1254.94,5,0,one-year,fiber,yes,electronic-check,0
69,103.89,7766.04,2,1,month-to-month,dsl,yes,mailed-check,1
11,99.49,1046.61,6,0,month-to-month,fiber,yes,mailed-check,0
50,40.82,2159.76,1,1,two-year,dsl,yes,electronic-check,0
42,83.26,3370.84,3,1,two-year,fiber,yes,credit-card,0
43,95.67,4224.67,1,0,month-to-month,fiber,no,mailed-check,0
15,94.57,1475.01,6,1,month-to-month,dsl,no,mailed-check,0
22,47.16,969.95,1,1,month-to-month,dsl,yes,bank-transfer,0
43,38.11,1599.39,4,0,month-to-month,dsl,yes,bank-transfer,0
21,52.81,1026.41,2,1,one-year,fiber,no,mailed-check,0
49,67.98,3338.12,2,0,month-to-month,fiber,no,credit-card,0
2,77.38,167.43,5,1,two-year,none,no,credit-card,0
5,103.7,528.48,6,0,one-year,fiber,no,mailed-check,0
52,96.9,5242.03,1,1,month-to-month,fiber,yes,bank-transfer,0
44,87.62,3688.0,2,1,two-year,fiber,no,electronic-check,0
3,46.35,138.17,3,0,one-year,fiber,no,mailed-check,0
64,67.89,4554.19,7,0,month-to-month,dsl,no,mailed-check,0
0,53.54,49.59,1,0,month-to-month,none,no,mailed-check,0
68,43.49,2733.57,2,0,two-year,none,no,credit-card,0
52,21.02,1032.8,3,0,two-year,dsl,yes,bank-transfer,0
71,53.95,3628.81,3,1,month-to-month,fiber,yes,mailed-check,0
68,45.61,3388.3,1,0,one-year,dsl,yes,mailed-check,0
22,77.19,1582.23,4,1,two-year,none,no,bank-transfer,0
54,26.23,1304.57,5,0,two-year,fiber,no,electronic-check,0
15,47.05,654.61,2,1,month-to-month,dsl,yes,electronic-check,0
33,24.48,759.84,5,1,month-to-month,fiber,no,bank-transfer,0
17,84.14,1392.82,1,1,two-year,fiber,no,mailed-check,0
34,76.82,2453.68,6,0,month-to-month,dsl,yes,bank-transfer,0
62,53.75,3057.77,2,1,month-to-month,fiber,no,credit-card,0
31,34.73,998.38,2,1,one-year,fiber,no,mailed-check,0
6,115.79,734.99,2,0,month-to-month,fiber,no,bank-transfer,1
23,78.44,1811.36,7,0,one-year,fiber,no,mailed-check,0
56,87.91,5165.05,4,1,month-to-month,dsl,yes,credit-card,0
37,73.13,2530.85,5,0,one-year,dsl,no,electronic-check,0
40,100.65,3869.13,2,0,month-to-month,fiber,no,bank-transfer,0
31,109.64,3726.7,1,1,two-year,dsl,yes,mailed-check,0
21,58.27,1122.27,1,1,month-to-month,fiber,yes,credit-card,0
43,89.0,3780.06,4,1,month-to-month,none,no,electronic-check,0
45,42.99,1855.53,3,1,two-year,fiber,no,electronic-check,0
64,85.19,4914.94,6,0,one-year,fiber,no,credit-card,0
44,59.92,2664.14,6,0,month-to-month,fiber,yes,bank-transfer,0
71,20.68,1482.96,3,1,month-to-month,none,no,bank-transfer,0
59,115.55,6572.65,4,1,one-year,none,no,credit-card,0
5,106.84,531.24,3,0,two-year,dsl,yes,mailed-check,0
28,49.08,1344.54,5,0,month-to-month,fiber,yes,electronic-check,0
27,119.78,3210.91,5,0,two-year,dsl,no,credit-card,1
0,51.71,55.31,5,0,month-to-month,dsl,no,electronic-check,0
13,65.88,893.09,1,0,one-year,dsl,yes,bank-transfer,1
54,105.13,5427.51,3,1,month-to-month,fiber,no,mailed-check,0
25,50.46,1195.79,7,1,month-to-month,fiber,yes,electronic-check,0
10,65.05,679.8,3,1,two-year,none,no,credit-card,0
20,86.56,1635.82,2,0,month-to-month,fiber,yes,credit-card,1
19,33.05,679.14,2,0,two-year,fiber,no,electronic-check,0
12,62.24,796.59,1,1,month-to-month,dsl,no,credit-card,1
7,50.94,338.93,6,1,month-to-month,dsl,no,credit-card,0
55,87.68,5113.19,1,1,two-year,dsl,no,bank-transfer,0
59,33.6,1860.03,5,0,one-year,none,yes,credit-card,0
35,43.27,1370.54,3,0,month-to-month,dsl,yes,electronic-check,1
44,91.14,4379.99,1,1,one-year,fiber,yes,electronic-check,1
66,35.62,2473.8,7,1,month-to-month,dsl,no,credit-card,0
60,62.2,3723.81,6,1,two-year,fiber,no,mailed-check,0
2,91.29,195.11,6,0,month-to-month,none,yes,electronic-check,0
68,96.55,6008.42,7,0,month-to-month,none,no,credit-card,0
4,29.49,123.61,7,0,month-to-month,dsl,no,mailed-check,0
1,105.2,114.8,5,0,one-year,none,no,credit-card,1
29,92.4,2850.34,4,0,two-year,dsl,yes,credit-card,0
53,53.93,2819.23,5,1,two-year,fiber,no,mailed-check,0
5,96.38,467.09,4,0,month-to-month,dsl,no,credit-card,1
21,92.83,2102.43,2,1,month-to-month,fiber,no,mailed-check,0
18,80.09,1381.51,3,0,month-to-month,fiber,no,bank-transfer,0
28,75.85,2309.61,4,1,two-year,fiber,yes,mailed-check,0
70,93.47,6307.16,1,0,month-to-month,fiber,no,electronic-check,0
23,119.93,2551.52,6,0,one-year,dsl,no,electronic-check,1
15,77.86,1106.21,7,1,month-to-month,none,yes,mailed-check,0
8,100.87,810.1,3,1,two-year,dsl,no,bank-transfer,0
14,94.43,1224.48,4,0,month-to-month,dsl,no,credit-card,1
9,105.58,927.41,6,1,month-to-month,dsl,no,electronic-check,1
41,115.45,5117.67,4,0,two-year,dsl,yes,bank-transfer,0
30,39.31,1083.51,5,1,two-year,dsl,no,bank-transfer,0
35,36.55,1308.56,4,1,one-year,fiber,no,credit-card,0
59,78.64,4550.46,2,1,one-year,dsl,yes,credit-card,0
41,64.93,2740.64,6,0,one-year,fiber,yes,electronic-check,0
11,77.07,846.01,2,0,month-to-month,dsl,yes,electronic-check,1
27,99.8,2897.61,2,1,month-to-month,fiber,no,credit-card,0
22,113.17,2441.19,5,0,one-year,dsl,yes,bank-transfer,0
59,61.74,3648.8,5,1,one-year,dsl,yes,electronic-check,0
22,91.79,1870.0,7,0,month-to-month,fiber,yes,credit-card,1
9,39.68,356.43,5,0,month-to-month,none,no,mailed-check,0
52,73.46,3525.58,1,0,one-year,none,no,mailed-check,0
30,22.18,676.46,6,0,month-to-month,dsl,no,credit-card,0
6,70.38,416.15,3,0,one-year,none,no,credit-card,1
49,74.53,3858.94,1,0,one-year,fiber,yes,mailed-check,0
15,93.54,1380.22,5,0,month-to-month,none,no,bank-transfer,1
62,84.95,5404.47,2,0,month-to-month,dsl,yes,bank-transfer,0
59,55.84,3003.97,3,1,month-to-month,dsl,yes,electronic-check,0
26,20.57,557.28,4,1,month-to-month,dsl,yes,bank-transfer,0
40,31.55,1377.46,1,1,one-year,fiber,yes,electronic-check,0
40,117.31,4643.39,6,1,one-year,dsl,yes,credit-card,0
47,112.23,4757.72,4,0,two-year,dsl,no,credit-card,0
4,52.51,214.39,7,1,month-to-month,fiber,no,electronic-check,1
23,45.89,980.57,4,1,one-year,none,yes,bank-transfer,0
12,63.64,758.79,5,0,month-to-month,fiber,no,electronic-check,1
50,88.99,4033.43,6,1,two-year,fiber,no,electronic-check,0
4,55.68,220.17,2,1,month-to-month,dsl,no,bank-transfer,0
37,26.73,1063.08,7,1,one-year,none,yes,credit-card,0
52,60.28,2905.98,2,0,month-to-month,dsl,no,credit-card,0
68,46.06,3131.03,7,1,month-to-month,dsl,no,mailed-check,0
20,52.49,998.12,5,1,two-year,fiber,no,credit-card,0
0,36.3,34.57,4,1,month-to-month,dsl,yes,bank-transfer,0
52,85.88,4593.75,2,1,month-to-month,fiber,no,mailed-check,0
0,72.66,76.27,4,1,one-year,fiber,yes,mailed-check,0
4,47.09,202.42,4,0,month-to-month,dsl,no,bank-transfer,0
71,75.39,5115.29,7,1,month-to-month,dsl,no,mailed-check,0
62,69.27,3926.06,6,0,month-to-month,dsl,yes,mailed-check,0
50,99.6,4922.51,4,0,month-to-month,dsl,yes,mailed-check,0
60,115.6,7053.35,3,0,two-year,none,no,mailed-check,0
5,33.07,173.27,3,1,one-year,fiber,no,mailed-check,0
6,108.39,683.65,3,1,month-to-month,dsl,no,electronic-check,0
21,90.48,2038.26,1,1,month-to-month,dsl,no,credit-card,0
1,89.26,80.89,1,0,two-year,fiber,yes,mailed-check,0
63,57.43,3966.15,6,1,two-year,fiber,no,mailed-check,0
4,54.39,237.87,2,1,month-to-month,none,no,electronic-check,1
39,20.56,727.36,3,1,one-year,dsl,yes,bank-transfer,0
61,118.22,6942.14,5,1,month-to-month,fiber,yes,mailed-check,1
52,80.65,4416.53,5,0,month-to-month,dsl,no,electronic-check,0
16,60.23,959.54,3,0,two-year,fiber,yes,mailed-check,0
33,74.38,2211.36,6,1,two-year,fiber,yes,credit-card,0
39,24.05,910.7,2,1,month-to-month,fiber,no,credit-card,0
55,37.37,2087.8,4,0,two-year,dsl,no,credit-card,0
30,82.34,2657.73,1,0,one-year,fiber,no,electronic-check,0
20,71.43,1522.67,4,1,one-year,dsl,yes,bank-transfer,0
57,98.71,6128.71,1,0,one-year,fiber,no,credit-card,0
63,85.87,5375.11,7,0,month-to-month,dsl,no,bank-transfer,0
35,80.14,2972.23,5,1,two-year,fiber,no,credit-card,0
2,101.53,186.85,2,0,month-to-month,dsl,no,electronic-check,1
36,26.83,969.45,5,0,month-to-month,fiber,yes,mailed-check,1
64,89.09,6176.81,3,1,month-to-month,fiber,no,mailed-check,0
71,91.56,6941.31,4,1,two-year,dsl,no,bank-transfer,0
28,47.52,1371.97,2,0,month-to-month,dsl,no,electronic-check,0
10,39.56,367.84,4,1,month-to-month,dsl,no,mailed-check,0
41,41.39,1589.09,1,0,one-year,dsl,yes,bank-transfer,0
59,39.81,2432.71,2,0,month-to-month,fiber,no,electronic-check,0
68,72.38,4750.13,5,0,month-to-month,dsl,no,mailed-check,0
3,33.56,97.25,4,1,month-to-month,dsl,no,bank-transfer,0
20,85.93,1838.08,3,0,one-year,dsl,yes,electronic-check,0
34,30.51,937.85,1,0,month-to-month,dsl,yes,bank-transfer,0
7,22.69,155.42,3,1,month-to-month,dsl,yes,mailed-check,0
63,51.93,3100.3,7,1,month-to-month,fiber,yes,mailed-check,0
8,39.19,283.87,5,1,two-year,dsl,yes,mailed-check,0
47,118.87,5270.2,1,1,one-year,none,yes,credit-card,0
66,50.3,3110.15,7,0,month-to-month,fiber,yes,bank-transfer,0
49,42.21,2070.14,3,1,two-year,fiber,yes,bank-transfer,0
54,39.68,2114.95,5,0,two-year,none,no,credit-card,0
18,57.39,1027.17,1,1,one-year,fiber,no,mailed-check,0
59,80.58,5113.55,3,1,month-to-month,fiber,yes,electronic-check,0
30,98.19,2942.42,6,0,month-to-month,dsl,no,electronic-check,1
4,56.46,232.12,3,0,one-year,fiber,no,mailed-check,0
26,82.6,2210.95,2,1,month-to-month,dsl,yes,credit-card,1
25,68.21,1711.01,1,1,month-to-month,fiber,no,mailed-check,1
37,104.65,3720.87,7,0,month-to-month,dsl,yes,credit-card,0
19,76.9,1578.91,6,0,month-to-month,fiber,no,bank-transfer,0
33,48.99,1596.68,1,1,one-year,fiber,yes,bank-transfer,0
30,90.36,2749.36,7,1,month-to-month,dsl,no,electronic-check,1
23,102.01,2373.98,6,0,one-year,dsl,yes,credit-card,0
50,66.54,3545.01,3,1,two-year,fiber,yes,credit-card,0
21,118.72,2510.38,5,0,month-to-month,dsl,no,bank-transfer,0
55,107.91,5883.89,2,0,month-to-month,dsl,yes,credit-card,1
18,39.7,708.89,2,0,month-to-month,dsl,no,electronic-check,1
62,98.68,6460.71,6,1,month-to-month,none,yes,mailed-check,0
26,80.1,2011.78,2,0,two-year,fiber,no,credit-card,0
2,73.48,159.74,3,0,one-year,fiber,no,bank-transfer,0
10,71.39,763.39,3,0,two-year,fiber,no,bank-transfer,0
58,105.34,5667.8,2,0,two-year,fiber,no,mailed-check,0
62,81.09,4843.81,6,0,month-to-month,fiber,no,bank-transfer,0
15,73.77,1196.32,5,1,one-year,fiber,yes,mailed-check,0
43,24.89,1022.83,7,1,month-to-month,none,no,bank-transfer,0
41,64.83,2561.1,4,0,month-to-month,fiber,no,electronic-check,1
9,110.8,940.85,2,1,month-to-month,dsl,yes,bank-transfer,1
32,91.17,2657.43,2,1,month-to-month,dsl,no,credit-card,0
49,25.1,1224.6,3,0,one-year,dsl,no,electronic-check,0
69,108.4,7860.84,7,0,one-year,fiber,no,mailed-check,0
61,102.67,6463.28,2,1,month-to-month,none,yes,bank-transfer,0
7,74.67,473.31,5,0,month-to-month,fiber,no,electronic-check,1
17,22.24,379.85,1,0,one-year,fiber,yes,electronic-check,0
31,76.24,2283.22,7,0,one-year,fiber,no,electronic-check,0
10,25.46,261.82,5,1,one-year,none,no,electronic-check,0
41,52.04,2093.17,4,1,month-to-month,fiber,yes,credit-card,0
0,82.89,90.86,3,0,month-to-month,dsl,yes,electronic-check,1
8,111.29,948.81,3,0,one-year,fiber,no,bank-transfer,1
3,55.78,174.05,2,1,one-year,fiber,yes,mailed-check,0
21,106.0,2232.97,5,1,month-to-month,dsl,yes,bank-transfer,0
54,111.84,6149.41,7,0,month-to-month,dsl,yes,credit-card,0
12,22.1,262.13,2,0,month-to-month,dsl,no,credit-card,0
71,43.94,3303.59,6,0,one-year,dsl,yes,electronic-check,0
19,90.99,1869.96,4,0,month-to-month,dsl,no,electronic-check,0
3,95.68,315.69,6,1,one-year,none,yes,mailed-check,0
24,59.24,1449.86,6,1,two-year,dsl,yes,credit-card,0
53,85.68,4706.23,1,1,month-to-month,fiber,yes,credit-card,0
7,81.22,557.15,1,1,month-to-month,dsl,yes,bank-transfer,0
5,93.98,423.71,7,1,month-to-month,none,no,credit-card,1
61,91.87,5831.86,2,1,month-to-month,fiber,yes,electronic-check,0
42,28.59,1305.02,5,0,two-year,none,no,bank-transfer,0
24,35.83,921.77,6,0,two-year,fiber,no,credit-card,0
54,33.27,1932.62,4,1,month-to-month,fiber,yes,credit-card,0
60,113.25,6661.99,1,0,two-year,dsl,yes,bank-transfer,0
25,111.35,2902.64,1,1,month-to-month,fiber,no,bank-transfer,0
40,99.74,4100.06,5,0,one-year,fiber,yes,electronic-check,1
0,31.67,31.93,7,0,one-year,dsl,no,bank-transfer,0
22,77.43,1584.77,3,0,month-to-month,dsl,no,electronic-check,0
42,38.72,1650.78,4,0,month-to-month,none,yes,mailed-check,0
14,56.84,763.71,7,0,one-year,dsl,yes,electronic-check,0
71,46.71,3451.45,6,0,month-to-month,fiber,no,mailed-check,0
69,102.89,7731.05,4,0,two-year,dsl,yes,electronic-check,0
18,34.45,648.33,5,0,month-to-month,dsl,no,mailed-check,1
28,84.62,2255.41,7,1,month-to-month,dsl,no,electronic-check,1
13,118.39,1528.37,6,0,two-year,fiber,no,credit-card,0
36,88.71,3234.99,3,1,month-to-month,fiber,no,bank-transfer,1
8,27.92,233.46,5,0,month-to-month,none,yes,bank-transfer,0
28,110.78,2883.38,3,1,month-to-month,dsl,no,bank-transfer,0
39,84.31,3304.92,7,1,month-to-month,dsl,no,credit-card,0
44,65.63,3095.71,1,1,month-to-month,fiber,no,bank-transfer,0
42,85.97,3269.59,2,1,month-to-month,dsl,no,bank-transfer,0
15,107.9,1692.17,3,0,month-to-month,dsl,no,electronic-check,1
57,67.71,4153.13,2,1,month-to-month,fiber,no,bank-transfer,0
49,73.13,3795.34,5,0,two-year,fiber,yes,mailed-check,0
54,65.24,3827.23,5,1,two-year,dsl,no,electronic-check,0
33,27.26,950.44,7,0,month-to-month,dsl,no,mailed-check,0
64,98.71,6340.21,4,0,two-year,none,yes,mailed-check,0
28,32.64,909.7,5,1,two-year,none,yes,electronic-check,0
58,59.46,3125.77,5,1,two-year,fiber,yes,bank-transfer,0
14,58.68,742.42,1,1,one-year,fiber,no,credit-card,0
17,48.0,838.76,5,1,month-to-month,none,yes,electronic-check,0
37,60.25,2129.11,1,1,month-to-month,fiber,no,electronic-check,0
40,81.8,3145.76,4,1,two-year,fiber,no,credit-card,0
53,51.14,2876.88,7,1,month-to-month,fiber,no,bank-transfer,1
21,37.25,721.43,6,0,two-year,dsl,yes,electronic-check,0
62,106.94,6343.63,4,1,one-year,fiber,no,mailed-check,0
23,117.08,2792.5,3,1,month-to-month,fiber,no,electronic-check,1
38,65.86,2267.71,6,1,month-to-month,dsl,no,credit-card,0
67,52.7,3544.87,7,1,two-year,fiber,yes,bank-transfer,0
38,24.75,862.53,3,1,month-to-month,fiber,no,electronic-check,0
49,23.69,1221.56,1,1,one-year,dsl,no,electronic-check,0
65,59.29,3957.58,5,0,two-year,fiber,no,bank-transfer,0
70,113.02,8083.16,5,1,month-to-month,dsl,no,bank-transfer,1
35,93.07,3075.87,7,1,month-to-month,fiber,no,bank-transfer,1
30,54.93,1721.96,7,1,month-to-month,none,no,electronic-check,0
14,116.8,1570.34,2,1,two-year,none,yes,credit-card,0
38,62.88,2423.28,2,1,month-to-month,none,no,electronic-check,0
66,47.68,2890.11,7,0,month-to-month,fiber,no,electronic-check,0
35,62.64,2015.29,3,1,month-to-month,fiber,no,bank-transfer,1
25,41.15,965.79,4,1,month-to-month,fiber,no,bank-transfer,0
7,108.56,716.76,3,1,month-to-month,dsl,no,mailed-check,1
28,56.12,1453.96,3,1,month-to-month,fiber,no,bank-transfer,1
17,85.8,1347.24,4,1,two-year,fiber,no,bank-transfer,0
70,58.9,4435.55,3,1,month-to-month,fiber,no,mailed-check,0
37,110.17,4120.83,3,0,two-year,fiber,yes,electronic-check,0
9,84.24,776.69,3,1,two-year,dsl,no,bank-transfer,0
4,68.83,263.64,1,1,one-year,dsl,no,bank-transfer,0
61,33.21,1845.71,6,1,one-year,dsl,no,credit-card,0
67,110.19,8074.16,7,0,month-to-month,fiber,yes,mailed-check,0
54,74.68,3673.02,4,1,one-year,dsl,no,mailed-check,0
8,48.51,413.12,2,0,month-to-month,none,no,electronic-check,0
7,107.79,779.44,5,0,month-to-month,dsl,no,mailed-check,0
14,25.44,349.57,4,0,one-year,fiber,no,bank-transfer,0
54,51.41,2913.06,4,1,month-to-month,dsl,no,mailed-check,0
55,73.68,4266.96,5,0,month-to-month,none,no,bank-transfer,0
60,53.98,3483.84,6,0,one-year,fiber,no,electronic-check,0
6,67.67,409.67,1,0,month-to-month,none,no,credit-card,1
11,46.43,481.49,1,1,month-to-month,none,no,credit-card,1
64,33.01,2143.31,1,0,month-to-month,fiber,no,credit-card,0
66,23.69,1438.24,2,1,month-to-month,dsl,no,bank-transfer,0
52,35.76,1813.49,7,0,month-to-month,fiber,yes,bank-transfer,0
7,115.29,824.84,6,1,month-to-month,dsl,yes,electronic-check,1
4,77.54,294.77,5,1,month-to-month,none,no,electronic-check,1
4,68.9,295.72,5,0,one-year,none,no,mailed-check,0
49,58.43,3135.66,1,1,two-year,dsl,no,credit-card,0
60,90.84,4988.11,2,0,one-year,fiber,no,electronic-check,0
45,34.13,1445.51,6,1,month-to-month,dsl,no,bank-transfer,0
18,47.61,852.35,4,1,one-year,fiber,yes,credit-card,0
54,85.59,4194.75,4,0,two-year,fiber,yes,credit-card,0
4,67.91,249.52,6,0,two-year,fiber,no,bank-transfer,0
59,97.01,6182.21,1,0,month-to-month,none,yes,bank-transfer,0
64,109.71,6383.23,6,0,month-to-month,dsl,no,electronic-check,0
51,102.34,4955.75,5,1,month-to-month,fiber,no,electronic-check,0
63,38.42,2383.49,3,0,one-year,fiber,no,mailed-check,0
42,29.15,1106.88,4,0,month-to-month,dsl,no,credit-card,0
33,36.94,1294.74,1,0,two-year,fiber,no,electronic-check,0
23,98.35,2411.35,2,1,month-to-month,dsl,no,credit-card,1
66,111.38,7196.22,2,1,one-year,fiber,no,mailed-check,0
50,112.54,5291.39,7,1,month-to-month,none,no,electronic-check,0
13,49.82,698.48,1,0,month-to-month,dsl,no,electronic-check,1
68,104.03,7326.66,3,1,month-to-month,dsl,yes,bank-transfer,0
4,73.62,295.89,1,1,one-year,fiber,no,electronic-check,0
42,102.28,4203.31,2,0,month-to-month,dsl,no,bank-transfer,0
13,74.84,980.56,1,1,month-to-month,dsl,no,credit-card,1
47,34.59,1544.28,2,0,one-year,fiber,yes,bank-transfer,0
29,27.92,801.52,6,1,two-year,fiber,no,mailed-check,0
31,115.72,3720.69,6,1,one-year,fiber,no,credit-card,1
48,62.58,2950.59,3,1,one-year,fiber,no,electronic-check,0
54,55.05,3082.66,5,0,month-to-month,fiber,no,electronic-check,0
27,55.63,1573.72,5,1,two-year,dsl,yes,electronic-check,0
71,57.89,4318.75,7,1,month-to-month,dsl,no,electronic-check,0
35,114.5,4062.95,6,0,two-year,fiber,no,credit-card,1
11,26.27,270.73,2,1,two-year,fiber,no,electronic-check,0
0,31.91,33.19,5,0,month-to-month,none,no,electronic-check,0
14,98.97,1474.06,6,0,month-to-month,dsl,yes,credit-card,0
49,74.94,3374.1,3,1,one-year,fiber,no,credit-card,0
38,32.85,1347.16,5,0,one-year,fiber,no,electronic-check,0
24,23.45,612.47,3,0,one-year,dsl,no,mailed-check,0
34,42.42,1490.81,3,0,two-year,fiber,yes,bank-transfer,0
60,46.08,2549.73,2,1,month-to-month,dsl,no,mailed-check,0
41,21.42,905.21,1,0,month-to-month,none,yes,credit-card,0
